#,Text,LogKind,DisplayFlags,Unknown1,Duration,Unknown2
89,玩家角色的数据列表获取失败。请稍候或选择其他大区。,60,8,0,0,False
90,拒绝了正式加入通讯贝“”。,57,1,1,0,False
91,撤销了发给的通讯贝邀请。,57,33,0,0,False
92,通讯贝“”发来的邀请已被撤销。,57,33,1,0,False
93,正在处理邮件，请稍候片刻。,60,8,0,0,False
94,当前共有UNKNOWN个队伍正在招募队员，其中没有队伍符合搜索条件。,72,1,0,0,False
95,撤销了已发出的所有组队邀请。,57,1,1,0,False
96,无法使用美容师专用的发型与面妆，将会恢复为默认值。,60,8,0,0,False
97,一段时间内没有进行任何操作，已经自动切换为离开状态。,57,1,0,0,False
98,离开状态已经解除。,57,1,0,0,False
99,无法加入，招募者是被加入黑名单的人。,60,8,0,0,False
100,对表示惊讶。,29,1,0,0,False
101,对发泄心中不满。,29,1,0,0,False
102,对十分生气。,29,1,0,0,False
103,对显出害羞的一面。,29,1,0,0,False
104,恭敬地对行礼。,29,1,0,0,False
105,大声给加油。,29,1,0,0,False
106,向送上掌声。,29,1,0,0,False
107,对招手。,29,1,0,0,False
108,安慰。,29,1,0,0,False
109,对流下了眼泪。,29,1,0,0,False
110,在面前欢快地起舞。,29,1,0,0,False
111,对表示质疑。,29,1,0,0,False
112,在边上打了个盹。,29,1,0,0,False
113,对表示非常后悔。,29,1,0,0,False
114,向告别。,29,1,0,0,False
115,向挥手。,29,1,0,0,False
116,觉得莫名其妙。,29,1,0,0,False
117,向表达自己的喜悦。,29,1,0,0,False
118,向诚心诚意地下跪。,29,1,0,0,False
119,偷偷笑话。,29,1,0,0,False
120,看着高声大笑。,29,1,0,0,False
121,在观望附近的情况。,29,1,0,0,False
122,对展示自己。,29,1,0,0,False
123,向摇头。,29,1,0,0,False
124,向表示否定。,29,1,0,0,False
125,看到很慌张。,29,1,0,0,False
126,指向。,29,1,0,0,False
127,用手指戳向。,29,1,0,0,False
128,称赞。,29,1,0,0,False
129,激励。,29,1,0,0,False
130,郑重地向敬礼。,29,1,0,0,False
131,看到非常震惊。,29,1,0,0,False
132,对耸肩。,29,1,0,0,False
133,对挥拳表示鼓励。,29,1,0,0,False
134,安抚。,29,1,0,0,False
135,对犯起迷糊。,29,1,0,0,False
136,对伸展身体。,29,1,0,0,False
137,对有些不高兴。,29,1,0,0,False
138,在想关于的问题。,29,1,0,0,False
139,对非常失望。,29,1,0,0,False
140,对表示欢迎。,29,1,0,0,False
141,向点头。,29,1,0,0,False
142,向表示肯定。,29,1,0,0,False
143,在面前查看自己的样子。,29,1,0,0,False
144,对着摆出了诱人的姿势。,29,1,0,0,False
145,对行黑涡团军礼。,29,1,0,0,False
146,对行双蛇党军礼。,29,1,0,0,False
147,对行恒辉队军礼。,29,1,0,0,False
148,对送出飞吻。,29,1,0,0,False
149,向投出了雪球。,29,1,0,0,False
150,对下跪认错。,29,1,0,0,False
151,对表示自己非常高兴。,29,1,0,0,False
152,对表示自己非常沮丧。,29,1,0,0,False
153,对做出了战斗的准备动作。,29,1,0,0,False
154,对传达着胜利的喜悦。,29,1,0,0,False
155,给做了一个后空翻。,29,1,0,0,False
156,对行了一个抱拳礼。,29,1,0,0,False
157,看着脑海里突然灵光一现。,29,1,0,0,False
158,,0,0,0,0,False
159,,0,0,0,0,False
160,,0,0,0,0,False
161,面无表情地看着。,29,1,0,0,False
162,对露出了微笑。,29,1,0,0,False
163,对露出了笑颜。,29,1,0,0,False
164,对做出了充满自信的表情。,29,1,0,0,False
165,对做出了无所畏惧的表情。,29,1,0,0,False
166,在面前闭上了眼睛。,29,1,0,0,False
167,对做出了悲伤的表情。,29,1,0,0,False
168,充满恐惧地看着。,29,1,0,0,False
169,对做出了意外的表情。,29,1,0,0,False
170,对做出了痛苦的表情。,29,1,0,0,False
171,对做出了反感的表情。,29,1,0,0,False
172,对做出了吃惊的表情。,29,1,0,0,False
173,对做出了担心的表情。,29,1,0,0,False
174,满面笑容地看着。,29,1,0,0,False
175,非常气愤地看着。,29,1,0,0,False
176,心怀歉意地看着。,29,1,0,0,False
177,惊愕无比地看着。,29,1,0,0,False
178,向祈祷。,29,1,0,0,False
179,对行帝国式军礼。,29,1,0,0,False
180,向投出了什么东西。,29,1,0,0,False
181,只有拉拉菲尔族可以进入该区域。,60,8,0,0,False
182,在面前跳起了踢踏舞。,29,1,0,0,False
183,在面前跳起了丰饶之舞。,29,1,0,0,False
184,在面前跳起了宫廷之舞。,29,1,0,0,False
185,在面前跳起了绅士之舞。,29,1,0,0,False
186,轻轻地抚摸。,29,1,0,0,False
187,交给了什么东西。,29,1,0,0,False
188,喂给了一些吃的。,29,1,0,0,False
189,在面前跳起了火盆舞。,29,1,0,0,False
190,在面前做出了胜利的欢呼！,29,1,0,0,False
191,甩了一巴掌。,29,1,0,0,False
192,拥抱了一下。,29,1,0,0,False
193,深情拥抱了。,29,1,0,0,False
194,向做出了最具有绅士风度的动作。,29,1,0,0,False
195,向伸出了拳头想要对碰一下。,29,1,0,0,False
196,,0,0,0,0,False
197,在面前跳起了萨维奈舞。,29,1,0,0,False
198,在面前跳起了黄金之舞。,29,1,0,0,False
199,在面前跳起了太阳之舞。,29,1,0,0,False
200,有些惊讶。,29,1,0,0,False
201,有些不满。,29,1,0,0,False
202,很愤怒。,29,1,0,0,False
203,很不好意思。,29,1,0,0,False
204,恭敬地行礼。,29,1,0,0,False
205,大声加油。,29,1,0,0,False
206,拍手鼓掌。,29,1,0,0,False
207,原地招手。,29,1,0,0,False
208,表示安慰。,29,1,0,0,False
209,痛哭流涕。,29,1,0,0,False
210,原地起舞。,29,1,0,0,False
211,表示非常不满。,29,1,0,0,False
212,打了个盹。,29,1,0,0,False
213,十分懊悔。,29,1,0,0,False
214,表示道别。,29,1,0,0,False
215,原地挥手。,29,1,0,0,False
216,觉得很莫名其妙。,29,1,0,0,False
217,很高兴。,29,1,0,0,False
218,跪下了。,29,1,0,0,False
219,在偷笑。,29,1,0,0,False
220,在捧腹大笑。,29,1,0,0,False
221,在观望附近的情况。,29,1,0,0,False
222,在展示自己的存在。,29,1,0,0,False
223,原地摇头。,29,1,0,0,False
224,表示否定。,29,1,0,0,False
225,非常慌张。,29,1,0,0,False
226,伸手指向前方。,29,1,0,0,False
227,伸手戳向前方。,29,1,0,0,False
228,表示称赞。,29,1,0,0,False
229,激励自己。,29,1,0,0,False
230,郑重地敬礼。,29,1,0,0,False
231,非常震惊。,29,1,0,0,False
232,耸了耸肩。,29,1,0,0,False
233,挥拳表示鼓励。,29,1,0,0,False
234,尝试安抚。,29,1,0,0,False
235,有些迷糊。,29,1,0,0,False
236,伸了个懒腰。,29,1,0,0,False
237,在生闷气。,29,1,0,0,False
238,在思考问题。,29,1,0,0,False
239,非常失望。,29,1,0,0,False
240,表示欢迎。,29,1,0,0,False
241,原地点头。,29,1,0,0,False
242,表示肯定。,29,1,0,0,False
243,查看自己的样子。,29,1,0,0,False
244,在原地摆出了诱人的姿势。,29,1,0,0,False
245,行黑涡团军礼。,29,1,0,0,False
246,行双蛇党军礼。,29,1,0,0,False
247,行恒辉队军礼。,29,1,0,0,False
248,送出了飞吻。,29,1,0,0,False
249,投出了雪球。,29,1,0,0,False
250,下跪认错。,29,1,0,0,False
251,表示自己非常高兴。,29,1,0,0,False
252,表示自己非常沮丧。,29,1,0,0,False
253,做出了战斗的准备动作。,29,1,0,0,False
254,传达着胜利的喜悦。,29,1,0,0,False
255,做了一个后空翻。,29,1,0,0,False
256,行了一个抱拳礼。,29,1,0,0,False
257,脑海里突然灵光一现。,29,1,0,0,False
258,,0,0,0,0,False
259,,0,0,0,0,False
260,,0,0,0,0,False
261,面无表情。,29,1,0,0,False
262,露出了微笑。,29,1,0,0,False
263,露出了笑颜。,29,1,0,0,False
264,做出了充满自信的表情。,29,1,0,0,False
265,做出了无所畏惧的表情。,29,1,0,0,False
266,闭上了眼睛。,29,1,0,0,False
267,做出了悲伤的表情。,29,1,0,0,False
268,做出了充满恐惧的表情。,29,1,0,0,False
269,做出了意外的表情。,29,1,0,0,False
270,做出了痛苦的表情。,29,1,0,0,False
271,做出了反感的表情。,29,1,0,0,False
272,做出了吃惊的表情。,29,1,0,0,False
273,做出了担心的表情。,29,1,0,0,False
274,满面笑容。,29,1,0,0,False
275,做出了非常气愤的表情。,29,1,0,0,False
276,做出了心怀歉意的表情。,29,1,0,0,False
277,做出了惊愕无比的表情。,29,1,0,0,False
278,向众神祈祷。,29,1,0,0,False
279,行帝国式军礼。,29,1,0,0,False
280,投出了什么东西。,29,1,0,0,False
281,您的种族不是拉拉菲尔族，传送至附近的安全地点。,60,8,0,0,False
282,跳起了踢踏舞。,29,1,0,0,False
283,跳起了丰饶之舞。,29,1,0,0,False
284,跳起了宫廷之舞。,29,1,0,0,False
285,跳起了绅士之舞。,29,1,0,0,False
286,做出了抚摸的动作。,29,1,0,0,False
287,交出了什么东西。,29,1,0,0,False
288,跳起了火盆舞。,29,1,0,0,False
289,做出了胜利的欢呼！,29,1,0,0,False
290,甩了一巴掌。,29,1,0,0,False
291,做出了拥抱的动作。,29,1,0,0,False
292,做出了深情拥抱的动作。,29,1,0,0,False
293,做出了最具有绅士风度的动作。,29,1,0,0,False
294,出了一拳。,29,1,0,0,False
295,,0,0,0,0,False
296,跳起了萨维奈舞。,29,1,0,0,False
297,跳起了黄金之舞。,29,1,0,0,False
298,跳起了太阳之舞。,29,1,0,0,False
299,,0,0,0,0,False
300,无法进行黑名单操作。,60,8,0,0,False
301,无法登录到黑名单。,60,8,0,0,False
302,无法从黑名单中移除。,60,8,0,0,False
303,黑名单已满。,60,8,0,0,False
304,已经登录到黑名单中了。,60,8,0,0,False
305,好友名单中的玩家只有解除好友之后才能登录到黑名单中。,60,8,0,0,False
306,每天最多发出7份好友申请。,60,8,0,0,False
307,已达到呼唤次数的上限。一定时间内最多只能呼唤5次。,60,8,0,0,False
308,进行了呼唤。还可以再呼唤UNKNOWN次。,57,33,0,0,False
309,无法使用本功能，不在规定期间内。,60,8,0,0,False
310,无法进行好友名单操作。,60,8,0,0,False
311,无法发送好友申请。,60,8,0,0,False
312,已经发送过好友申请了。,60,8,0,0,False
313,好友名单已满。,60,8,0,0,False
314,对方的好友名单已满。,60,8,0,0,False
315,黑名单中的玩家只有解除黑名单之后才能登录到好友名单中。,60,8,0,0,False
316,当前处于“忙碌中”状态，无法接受好友申请。,60,8,0,0,False
317,将UNKNOWN移动到了“UNKNOWN”分组中。,57,32,0,0,False
318,更改了分组的名字。,57,32,0,0,False
319,目标指定不正确，请使用代名词再次尝试。,60,8,0,0,False
320,无法进行小队操作。,60,8,0,0,False
321,无法发送组队邀请。,60,8,0,0,False
322,无法从小队中移除。,60,8,0,0,False
323,无法变更队长。,60,8,0,0,False
324,无法离开小队。,60,8,0,0,False
325,无法解散小队。,60,8,0,0,False
326,该玩家已加入其他队伍。,60,8,0,0,False
327,无法发送组队邀请，该玩家已被其他队伍邀请。,60,8,0,0,False
328,已经向该玩家发送过组队邀请了。,60,8,0,0,False
329,满编小队无法再继续邀请新队员。,60,8,0,0,False
330,无法编辑角色详情。,60,8,0,0,False
331,无法发送组队邀请，该玩家已处于任务中，或位于其他区域。,60,8,0,0,False
332,无法转让队长权限，该玩家正处于离线状态。,60,8,0,0,False
333,希望组队时必须指定希望使用的职业或特职。,60,8,0,0,False
334,无法发送组队邀请，该玩家正处于“忙碌中”状态。,60,8,0,0,False
335,无法加入小队，当前已处于任务中，或与小队队长位于不同区域。,60,8,0,0,False
336,无法发送组队邀请，该玩家正在观看剧情，请稍后再试。,60,8,0,0,False
337,无法转让队长权限，该玩家正处于离线状态或任务中。,60,8,0,0,False
338,通讯贝名称不能由纯符号构成。,60,8,0,0,False
339,无法发送通讯贝邀请。,60,8,0,0,False
340,无法创建通讯贝。,60,8,0,0,False
341,通讯贝名称请控制在7个字符之内。,60,8,0,0,False
342,通讯贝名称中含有无效空格。,60,8,0,0,False
343,通讯贝名称中含有无效字符。,60,8,0,0,False
344,通讯贝名称中含有无法连续使用的字符。,60,8,0,0,False
345,通讯贝名称中首字母为小写。,60,8,0,0,False
346,该名称已被使用，请更换为其他名称。,60,8,0,0,False
347,该名称不符合规范，请更换为其他名称。,60,8,0,0,False
348,无法创建更多通讯贝。,60,8,0,0,False
349,无法进行加入通讯贝操作。,60,8,0,0,False
350,对方无法再持有更多的通讯贝了。,60,8,0,0,False
351,被邀请的玩家已加入该通讯贝。,60,8,0,0,False
352,通讯贝人员已满，无法增加新成员。,60,8,0,0,False
353,无法进行通讯贝的正式加入操作。,60,8,0,0,False
354,无法退出通讯贝。,60,8,0,0,False
355,通讯贝管理员无法退出通讯贝，请转交权限之后再退出。,60,8,0,0,False
356,无法移除出通讯贝。,60,8,0,0,False
357,无法进行通讯贝队长操作。,60,8,0,0,False
358,无法将队长权限转交给临时加入的成员。,60,8,0,0,False
359,无法解散通讯贝。,60,8,0,0,False
360,无法转交通讯贝管理员权限。,60,8,0,0,False
361,无法将管理员权限转交给临时加入的成员。,60,8,0,0,False
362,通讯贝名字中含有无法使用的词。,60,8,0,0,False
363,无法发送通讯贝邀请，该玩家正处于“忙碌中”状态。,60,8,0,0,False
364,更改通讯贝名称失败。,60,8,0,0,False
365,更改通讯贝名称失败，名字中含有无法使用的字符。,60,8,0,0,False
366,没有发现叫此名字的角色。,60,8,0,0,False
367,辞退了通讯贝“UNKNOWN”的队长职务。,57,33,0,0,False
368,通讯贝的名称已改为“UNKNOWN”。,57,33,0,0,False
369,通讯贝的名称已改为“UNKNOWN”。,57,33,1,0,False
370,无法进行邮件操作。,60,9,0,0,False
371,无法向发送邮件。,60,9,0,0,False
372,无法发送没有内容的邮件。,60,8,0,0,False
373,邮件内容过长。,60,8,0,0,False
374,无法发送邮件，道具无法添加。,60,9,0,0,False
375,无法发送邮件，金币无法添加。,60,9,0,0,False
376,无法删除邮件。,60,8,0,0,False
377,无法删除有附件道具的邮件。,60,8,0,0,False
378,无法删除有附件金币的邮件。,60,8,0,0,False
379,无法获取附件道具，背包已满。,60,9,0,0,False
380,无法获取附件金币。,60,8,0,0,False
381,无法获取附件道具，背包已满或已经持有同种珍稀道具。,60,8,0,0,False
382,无法发送邮件，收信人必须是原始服务器的好友。,60,8,0,0,False
383,辞退了通讯贝“UNKNOWN”的队长职务。,57,33,1,0,False
384,在市场出售的物品已全部售出。,71,33,1,0,False
385,无法在市场中进行搜索。,60,8,0,0,False
386,无法在市场中购买物品。,60,8,0,0,False
387,无法在市场中购买物品，请稍后再试。,60,8,0,0,False
388,无法在市场中购买物品，背包已满。,60,8,0,0,False
389,无法在市场中购买物品，背包中已有同样的珍稀道具。,60,8,0,0,False
390,无法完成市场交易。,60,8,0,0,False
391,マーケットからの購入ができません。しばらく待ってから実行してください。,60,8,0,0,False
392,无法在市场中购买物品，金币不足。,60,8,0,0,False
393,无法进行雇员操作。,60,8,0,0,False
394,雇用了UNKNOWN。,57,33,0,0,False
395,解雇了UNKNOWN。,57,33,0,0,False
396,将雇员UNKNOWN登记到了市场。,57,33,0,0,False
397,将雇员UNKNOWN从市场召了回来。,57,33,0,0,False
398,开始在市场出售物品。,57,33,0,0,False
399,停止在市场出售物品。,57,33,1,0,False
400,免费试用期间无法使用该功能。,60,8,0,0,False
401,处于免费试用期的角色无法使用该功能。,60,9,0,0,False
402,"所持金币已到达免费试用期的上限。
将会丢弃超出限额的金币。",57,1,0,0,False
403,为了避免合计金额超过上限，系统已对单价做出调整。,57,32,0,0,False
404,无法使用，现在已经拥有重新设置雇员容貌的权利了。,60,9,0,0,False
405,可以重新设置雇员的容貌了。请脱下雇员的防具和饰品并到雇员窗口办理业务。,57,33,0,0,False
406,雇员UNKNOWN得到了重生！,57,33,0,0,False
407,无法使用2个及以上空格。,60,9,0,0,False
408,ハングルかアルファベットのどちらか片方のみを使用してください。,60,9,0,0,False
409,"ゲームを開始してから1500時間以上が経過しました。
過剰なゲームの利用は正常な日常生活に支障を与える恐れがあります。",57,1,0,0,False
410,"达到可领取下一个职业或特职任务的等级了。
此类任务有时能习得新的技能，请积极完成。",57,33,0,0,False
411,由于画面尺寸不满足条件，调整了界面尺寸。,57,33,0,0,False
412,暂时停止了观景视角的切换。,57,33,0,0,False
413,继续进行观景视角的切换。,57,33,0,0,False
414,"报告发送失败。
请重新发送。",60,9,0,0,False
415,目前正在交战中！请注意剩余体力！,60,17,0,0,False
416,被附加了无法继续进行操作的状态，观景视角中断了。,60,9,0,0,False
417,进入经验值加速状态！UNKNOWN级前全部职业获得的经验值将大幅提高！,57,33,0,0,False
418,因全部职业到达了UNKNOWN级或等级上限，经验加速状态消失。,57,33,0,0,False
419,免费试用期间无法申请参加该任务。,60,9,0,0,False
420,无法贩卖道具，雇员所持金币已达到上限。,60,8,0,0,False
421,需要更新资料片才能使用该功能。,60,9,0,0,False
422,,0,0,0,0,False
423,,0,0,0,0,False
424,,0,0,0,0,False
425,将自动播放速度调整到了+UNKNOWN。,57,32,0,0,False
426,为了避免设定的金额低于下限，已自动对价格进行了调整。,57,32,0,0,False
427,无法加入队伍，该队伍人数已满。,60,8,0,0,False
428,需要先让角色回到原始服务器才能进行删除。,60,8,0,0,False
429,无法获取个人信息。,60,8,0,0,False
430,请稍后再登录。,60,8,0,0,False
431,完成了施工！,57,33,0,0,False
432,联合重建工程的进度达到了规定值。请还在进行作业的人员抓紧时间。,57,33,1,0,False
433,目前的职业无法使用。,60,8,0,0,False
434,未遵照工程要求执行，因此无法使用。,60,8,0,0,False
435,"正在发放联合重建工程的报酬。
离开天穹街将无法获得报酬，敬请注意。",57,33,0,0,False
436,镜头设置保存完毕。,57,17,0,0,False
437,灯光设置保存完毕。,57,17,0,0,False
438,无法再添加到收藏夹中。请先删除收藏夹中的其他道具。,60,8,0,0,False
439,被破坏了。,58,1,0,0,False
440,收到了UNKNOWN去往“”的传送邀请。,57,1,0,0,False
441,无法接受传送，虽然收到了传送邀请但是自身没有满足传送条件。,60,8,0,0,False
442,无法接受传送，请在满足传送条件之后打开“传送邀请”信息。,57,33,0,0,False
443,传送邀请已保留，请在准备接受传送时打开“传送邀请”信息。,57,33,0,0,False
444,技能复唱中，无法替换。,60,9,0,0,False
445,技能复唱中，无法移除。,60,9,0,0,False
446,学会了“UNKNOWN”职能技能。,64,1,0,0,False
447,发动攻击  直击！ 受到了UNKNOWN点伤害。,41,1,0,0,False
448,   直击！ 受到了UNKNOWN点伤害。,41,1,0,0,False
449,暴击！“UNKNOWN”恢复了UNKNOWN点体力。,45,1,0,0,False
450,发动攻击  直击加暴击！ 受到了UNKNOWN点伤害。,41,1,0,0,False
451,   直击加暴击！ 受到了UNKNOWN点伤害。,41,1,0,0,False
452,,0,0,0,0,False
453,   受到了“即死”效果。,47,1,0,0,False
454,发动攻击  将攻击反射回来了！,42,1,0,0,False
455,   将攻击反射回来了！,42,1,0,0,False
456,特殊热键栏无法进行编辑。,60,8,0,0,False
457,无法使用指令，出现意外错误。,60,1,0,0,False
458,该指令不存在。,60,1,0,0,False
459,游戏管理员等级不足，无法使用指令。,60,1,0,0,False
460,无法获取“”，背包已满。,60,9,0,0,False
461,无法获取“”，已经持有同种珍稀道具。,60,9,0,0,False
462,无法在该市场登记雇员。,60,8,0,0,False
463,该雇员已经在市场登记过了。,60,8,0,0,False
464,无法从市场中召回雇员。,60,8,0,0,False
465,该雇员正在市场中出售物品，无法召回。,60,8,0,0,False
466,该雇员没有在市场中进行登记。,60,8,0,0,False
467,无法获取雇员情报。,60,8,0,0,False
468,无法购买自己的雇员所出售的道具。,60,8,0,0,False
469,将显示中的UNKNOWN件道具按指定顺序进行了排列。,57,32,0,0,False
470,无法发送组队邀请。,60,9,0,0,False
471,无法加入小队。,60,9,0,0,False
472,无法离开小队。,60,9,0,0,False
473,无法解散小队。,60,9,0,0,False
474,无法移出小队。,60,9,0,0,False
475,无法转让队长权限。,60,9,0,0,False
476,无法发送通讯贝邀请。,60,9,0,0,False
477,无法加入通讯贝。,60,9,0,0,False
478,无法离开通讯贝。,60,9,0,0,False
479,无法解散通讯贝。,60,9,0,0,False
480,无法移出通讯贝。,60,9,0,0,False
481,无法转让通讯贝队长权限。,60,9,0,0,False
482,无法查看邮件。,60,9,0,0,False
483,无法发送邮件。,60,9,0,0,False
484,无法发送邮件，内容中含有无法发送的文字。,60,9,0,0,False
485,创建了通讯贝“UNKNOWN”。,57,33,0,0,False
486,精制魔晶石时无法进行该操作。,60,9,0,0,False
487,染色作业中无法进行该操作。,60,9,0,0,False
488,现在无法使用该指令。,60,9,0,0,False
489,期望列表已满，无法继续添加新物品，请先删除已有内容。,60,9,0,0,False
490,无法在市场出售物品。,60,8,0,0,False
491,要在市场出售物品请先对雇员进行登记。,60,8,0,0,False
492,要修改出售内容请先令雇员停止出售物品。,60,8,0,0,False
493,当前没有可出售的物品。,60,8,0,0,False
494,列表中包含不可出售的物品。,60,8,0,0,False
495,无法停止在市场出售物品。,60,8,0,0,False
496,当前没有可出售的物品。,60,8,0,0,False
497,武具投影作业中无法进行该操作。,60,8,0,0,False
498,开始在市场出售物品。,57,1,0,0,False
499,停止在市场出售物品。,57,1,0,0,False
500,,0,0,0,0,False
501,正在发动“UNKNOWN”。,43,1,0,0,False
502,正在咏唱“UNKNOWN”。,43,1,0,0,False
503,正在使用“”。,44,1,0,0,False
504,发动攻击  受到了UNKNOWN点伤害。,41,1,0,0,False
505,发动攻击  暴击！ 受到了UNKNOWN点伤害。,41,1,0,0,False
506,发动攻击  失误了！,42,1,0,0,False
507,发动攻击  躲开了！,42,1,0,0,False
508,发动攻击  格挡住了！ 受到UNKNOWN点伤害。,41,1,0,0,False
509,发动攻击  招架住了！ 受到UNKNOWN点伤害。,41,1,0,0,False
510,   受到了UNKNOWN点伤害。,41,1,0,0,False
511,   暴击！ 受到了UNKNOWN点伤害。,41,1,0,0,False
512,   发动了四分抗性！ 受到UNKNOWN点伤害。,41,1,0,0,False
513,   发动了减半抗性！ 受到UNKNOWN点伤害。,41,1,0,0,False
514,   发动了完全抗性！,42,1,0,0,False
515,   失误了！,42,1,0,0,False
516,   躲开了！,42,1,0,0,False
517,   格挡住了！ 受到UNKNOWN点伤害。,41,1,0,0,False
518,   招架住了！ 受到UNKNOWN点伤害。,41,1,0,0,False
519,   恢复了UNKNOWN点体力。,45,1,0,0,False
520,   暴击！ 恢复了UNKNOWN点体力。,45,1,0,0,False
521,   恢复了UNKNOWN点魔力。,45,1,0,0,False
522,   恢复了UNKNOWN点技力。,45,1,0,0,False
523,   吸收了UNKNOWN点体力。,45,1,0,0,False
524,   吸收了UNKNOWN点魔力。,45,1,0,0,False
525,   吸收了UNKNOWN点技力。,45,1,0,0,False
526,   对附加了“”的效果。,46,1,0,0,False
527,   对附加了“”的效果。,47,1,0,0,False
528,   “”效果发动。,46,1,0,0,False
529,   受到了UNKNOWN点魔力伤害。,41,1,0,0,False
530,   受到了UNKNOWN点技力伤害。,41,1,0,0,False
531,   的“”状态效果消失了。,48,1,0,0,False
532,   的“”状态效果消失了。,49,1,0,0,False
533,发动了“UNKNOWN”。,43,1,0,0,False
534,咏唱了“UNKNOWN”。,43,1,0,0,False
535,使用了“”。,44,1,0,0,False
536,   仇恨提高。,41,1,0,0,False
