#,Message,ChoicesText[0],ChoicesText[1],ChoicesText[2],ChoicesText[3],ChoicesText[4],ChoicesText[5],ChoicesText[6],ChoicesText[7],ChoicesText[8],ChoicesText[9],NextTalk,ActionTimeline,ChoicesTalk[0],ChoicesTalk[1],ChoicesTalk[2],ChoicesTalk[3],ChoicesTalk[4],ChoicesTalk[5],ChoicesTalk[6],ChoicesTalk[7],ChoicesTalk[8],ChoicesTalk[9],Unknown23,Unknown24,Unknown25,Unknown26,Unknown27
35,"如果你有兴趣，就到舞台上来吧。
仔细观察舞蹈大师们的动作，然后试着模仿。
要是能完美重复所有的动作，你就是新的舞蹈大师了！",,,,,,,,,,,37,0,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
36,要前往舞台吗？,是,否,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,2,0,2,False,False
37,"舞蹈大师们会连续使用4种情感动作。
仔细观察，并重复同样的情感动作。
需要用到的情感动作可以通过特殊热键栏来使用。",,,,,,,,,,,277,0,0,0,0,0,0,0,0,0,0,0,1,7,2,False,False
38,"参加人数越多，仙人仙彩的金碟币奖励就越高。
所以请叫上朋友一起参加吧！",,,,,,,,,,,39,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
39,"仙人仙彩的金碟币奖励，
会根据该周的购买人数另外追加额外奖励。",,,,,,,,,,,40,0,0,0,0,0,0,0,0,0,0,0,1,7,0,False,False
40,"购买人数奖励有数个等级。
仙人仙彩的购买者越多，则等级越高，
可以获得的额外奖励就会越多。",,,,,,,,,,,105,0,0,0,0,0,0,0,0,0,0,0,1,7,0,False,False
41,"每周周六的22点（地球时间）
将会公布当期仙人仙彩的抽选结果。",,,,,,,,,,,42,0,0,0,0,0,0,0,0,0,0,0,1,7,0,False,False
42,"兑换时间是抽选结果发表后一周内，
即下周周六的22点（地球时间）为止。
错过兑换时间将不予兑换，敬请注意。",,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,False,False
43,"每周周六的22点（地球时间）
将会公布当期仙人仙彩的抽选结果。",,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,False,False
44,参加仙人微彩有奖竞猜需要UNKNOWN金碟币。,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,False,False
45,"仙人微彩有奖竞猜的参加次数将在每天0点（地球时间）被重置。
在重置参加次数后便可再次参加仙人微彩的有奖竞猜。",,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,False,False
46,"您获得了UNKNOWN等奖，恭喜您！
请收下包括了前期兑换奖励的金碟币。",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
47,"哇，居然是1等奖，恭喜您！
那么，请收下包括了前期兑换奖励的金碟币，
以及附加奖品！",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
48,"哎呀，您好像错过兑换时间了呢……
那么这张仙人仙彩我们就回收了。
下次可不要忘记兑换哦！",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
49,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,False,False
50,"有一只小魔精混入了金碟游乐场之中。
它会使用一种叫做换肤的能力变身成人类。
这家伙似乎变成我的样子在到处恶作剧……",,,,,,,,,,,51,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
51,"帮我个忙，找到跟我长得一样的家伙，
然后把这个特制烟球扔在他脸上，识破他的伪装！
要是想确认我的外貌，只要再找我搭话就行！",,,,,,,,,,,163,0,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
52,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
53,"噢噢，帮了我大忙了！
真是只喜欢恶作剧的小魔精啊……
它要是再混进来，恐怕还得拜托你帮忙啦！",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
54,"没找到吗……
没办法，这回就先放弃吧……",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
55,"哎呀，你的观察力真是厉害！
我可以给你点好处，这次能放过我吗？
放心吧，我不会再恶作剧了！",,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
56,"我不会再恶作剧了！
……大概吧！",,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
57,"咳咳咳、咳咳！
你干什么！",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
58,呜……烟雾迷了眼睛。,,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
59,"喂喂，人家玩得正开心呢，
能不能别捣乱啊。",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
60,"还来啊，有完没完……
从刚才起就有好几个人冲我扔烟雾弹了。
再来我可要生气了啊！",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
61,"哇！
我说你，干这种恶作剧可不太好啊！",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
62,"啊，真是的！
就算是为了引起我的注意，也不能搞恶作剧！",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
63,呀！你干什么？！,,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
64,"咳咳……冷不丁地做什么？
真是扫兴。",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
65,"咳咳、咳咳……
喂，你把我当什么了！",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
66,"呜哇？！
真是的，人家还想接着玩呢，别再搞恶作剧啦！",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
67,"唔哈、咳咳……
这、这是金碟游乐场的特别节目之类的吗？",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
68,"哇——
就算我是乡下人，也不该受到这样的对待吧。
……诶？不是这样吗？",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
69,"唔噗？！
看、看不到前面……",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
70,"……唔咳。
这就是金碟游乐场的待客之道吗？",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
71,"我这里有些东西要送给金碟游乐场的工作人员，
可麻烦的是，跟我们作对的某个盗贼团，
现在正紧盯着我的一举一动。",,,,,,,,,,,72,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
72,"可不可以麻烦你避开那些家伙的视线，
把这个易碎的壶送过去？
这个壶非常容易坏，运送的时候一定要小心轻放啊。",,,,,,,,,,,80,0,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
73,"非常感谢，看来是平安送到了呢！
要是下次还有东西要送，
还得麻烦你帮忙！",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
74,"那群粗鲁的盗贼完全不会管你运送的东西贵不贵重。
要是被他们发现，肯定会把易碎的壶打碎的。
运送的时候要注意不要进入他们的视线！",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
75,"哎呀，被那些盗贼发现了吗？
其实我早就预料到会发生这种事情，
所以同样的壶我准备了好几个呢。",,,,,,,,,,,76,0,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
76,要再次进行挑战吗？,是,否,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,2,0,2,False,False
77,"噢噢！你把壶送来了啊。
对你谨慎认真的态度和敏锐的判断力表示万分的敬佩！",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
78,"呵呵，竟然能到达我这里，真不简单！
东西我就收下了。
真是谢谢你特意送过来！",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
79,"有东西要给我？
一路走来想必你也很不容易吧。
谢谢了！",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
80,要进行挑战吗？,是,否,,,,,,,,,97,764,0,0,0,0,0,0,0,0,0,0,2,0,2,False,False
81,"另外，对于在公布仙人仙彩的中选号码后，
立刻进行了奖品兑换的客人，
我们还准备了更加令人惊喜的额外奖励哦！",,,,,,,,,,,82,0,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
82,"至于额外奖励的内容，
会在公布中选号码时通知各位客人的，
还请多多期待！",,,,,,,,,,,130,0,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
83,"在公布中选号码后的UNKNOWN小时（地球时间）内兑换奖品的话，
可以获得前期兑换奖励。",,,,,,,,,,,105,0,0,0,0,0,0,0,0,0,0,0,1,7,0,False,False
84,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
85,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
86,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
87,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
88,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
89,"在光芒闪耀的舞台之上，提丰老师的鼻息秀闪亮登场了！
各位挑战者能否预测鼻息喷发的位置，
始终屹立于舞台之上而不倒呢？",,,,,,,,,,,90,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
90,"如果你有自信能躲过每一次鼻息，就到舞台上面去吧！
可是一旦被鼻息吹飞，带给着你的将会是恐怖的精神攻击，
做好心理准备吧！",,,,,,,,,,,276,0,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
91,"哎哟，这位冒险者表示并不惧怕我们的提丰老师啊？
如果你还残留着些许面对鼻息的勇气，
我会再次将你引导到舞台之上！",,,,,,,,,,,92,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
92,要前往舞台吗？,是,否,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,False,False
93,"哼嗯，你只是来膜拜提丰老师的英姿的吗？
只是旁观未免乏味，有机会请务必亲身体验一下！",,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
94,"鼻息拂遍全身的感觉如何？
不过，倒也不必消沉……
这难以释怀的心情，正是你挑战过强敌的证明。",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
95,"哎呀，再不赶快就要开始了！
要再次移动到舞台上去吗？",,,,,,,,,,,36,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
96,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
97,"我已经在你的地图上做好标记了，
请你将壶交给在任意标记位置的1名工作人员！",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
98,"恭喜您。
这0金碟币是您的奖品，请收下！
欢迎再次光临！",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
99,"感谢您的参与。
欢迎再次光临！",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
100,获得了前期兑换奖励，所得金碟币增加了！,,,,,,,,,,,134,0,0,0,0,0,0,0,0,0,0,0,1,7,0,False,False
101,"第UNKNOWN期仙人仙彩正在举办之中！
怎么样，要不要试一下？",,,,,,,,,,,105,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
102,"在中选号码公布之前还请再等待一段时间。
……还是说您还有什么其他的事吗？",,,,,,,,,,,105,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
103,"哎呀，您所持的这期仙人仙彩的抽选结果已经公布了！
请先去奖品兑换员那里兑换奖品吧。",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
104,"您所持的这期仙人仙彩已经过了兑奖时间……
真是抱歉，这张仙人仙彩我就回收了。
下次请不要错过兑换时间哦！",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
105,要做什么？,参加仙人仙彩有奖竞猜,查看购买人数奖励,查看过去的1等奖中选者名单,听取仙人仙彩的说明,听取购买人数奖励的说明,取消,,,,,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,False,False
106,,,,,,,,,,,,137,764,0,0,0,0,0,0,0,0,0,0,8,0,2,False,False
107,,,,,,,,,,,,105,764,0,0,0,0,0,0,0,0,0,0,7,0,2,False,False
108,"参加仙人仙彩需要UNKNOWN金碟币。
参加的时候请选择一组喜欢的4位号码！
这就是客人您的抽选号码！",,,,,,,,,,,128,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
109,,,,,,,,,,,,105,764,0,0,0,0,0,0,0,0,0,0,6,0,2,False,False
110,"现在好像还没有人获得过1等奖。
希望您会是第一位！",,,,,,,,,,,105,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
111,"您身上似乎没有可供兑换的仙人仙彩呢。
请您先去中央的柜台选择抽选用的号码吧！",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
112,"客人您的这期仙人仙彩还没有公布中选号码……
在中选号码公布之前还请您耐心等待。",,,,,,,,,,,43,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
113,"您持有的仙人仙彩已经可以兑换了。
那么这就告诉您抽选结果！",,,,,,,,,,,134,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
114,在这里可以进行陆行鸟竞赛的参赛登记！,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,False
115,"哎呀，你已经见过凯特瑞小姐了吗？
我会期待你和你的竞赛陆行鸟一同前来登记的。",,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,False
116,要取消参赛申请吗？,是,否,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,False,False
117,已取消参赛申请。,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,False
118,要做什么？,申请参赛,听取说明,取消,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,10,0,2,False,False
119,想了解什么？,什么是陆行鸟竞赛？,关于竞赛陆行鸟的登记,关于参赛申请,关于羽力和竞赛等级,关于竞赛道具,关于竞赛道具的种类,关于竞赛能力,关于影响竞赛的天气,取消,,0,764,120,121,122,281,282,283,284,285,118,0,10,0,2,False,False
120,"所谓陆行鸟竞赛，就是让强化过奔跑能力的陆行鸟们，
以终点为目标互相争夺名次的比赛。
在金碟游乐场里，它可是超热门的竞技项目！",,,,,,,,,,,286,764,0,0,0,0,0,0,0,0,0,0,1,0,2,True,False
121,"将新陆行鸟登记成为“竞赛陆行鸟”后，
可以对陆行鸟进行训练并让其参赛。",,,,,,,,,,,287,764,0,0,0,0,0,0,0,0,0,0,1,0,2,True,False
122,"竞赛陆行鸟在申请参赛后便可以参加竞赛！
根据陆行鸟的能力不同，竞赛也分为好几个等级。",,,,,,,,,,,289,764,0,0,0,0,0,0,0,0,0,0,1,0,2,True,False
123,"咦，你似乎没有可以申请参赛的陆行鸟呢。
请先去训鸟师那里，
将新陆行鸟登记为竞赛陆行鸟后再来这里吧。",,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,False
124,"如果想和小队成员一起参赛的话，
要由队长提出参赛申请哦！",放弃,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,False
125,选择竞赛,分级竞赛,竞速挑战,竞赛教学,取消,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,False,False
126,选择赛道,随机赛道,返回,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,False,False
127,"你已经成功申请了“：”的比赛！
在比赛开始前，请在陆行鸟广场内稍等片刻！",,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,False
128,"以客人的号码和每期发布的中选号码相对照，
会根据个位起连续吻合的位数多少，来决定您能获得的奖品。
因此，个位的号码是关键！",,,,,,,,,,,129,0,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
129,"中选号码公布以后，请务必及时确认哦。
幸运女神会告诉您中选号码是多少的！",,,,,,,,,,,81,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
130,"公布结果后，就可以在奖品兑换员处进行兑换了。
如果中了1等奖，还可以获得特别附加的豪华奖品！",,,,,,,,,,,131,0,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
131,"仙人仙彩每周只能购买3次。
每周周六的22点（地球时间）
将会公布当期仙人仙彩的抽选结果。",,,,,,,,,,,132,0,0,0,0,0,0,0,0,0,0,0,1,7,2,False,False
132,"另外，兑换时间是抽选结果发表后一周内，
即下周周六的22点（地球时间）为止。",,,,,,,,,,,133,0,0,0,0,0,0,0,0,0,0,0,1,7,2,False,False
133,"请注意：一旦错过奖品领取时间，
应得的金碟币与奖品将会作废，无法再次领取。",,,,,,,,,,,83,0,0,0,0,0,0,0,0,0,0,0,1,7,2,False,False
134,,,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,9,0,2,False,False
135,"您获得了UNKNOWN等奖，恭喜您！
那么，请收下奖品金碟币。",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
136,"哇，居然是1等奖，恭喜您！
那么，请收下奖品金碟币
和附加奖品！",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
137,"接下来就请耐心等待中选号码的公布！
请您务必在仙人彩见证号码公布的瞬间。",,,,,,,,,,,41,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
138,确定要对其使用特制烟球吗？,是,否,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,False,False
139,"我这里有些东西要送给金碟游乐场的工作人员，
可麻烦的是，跟我们作对的某个盗贼团，
现在正紧盯着我的一举一动。",,,,,,,,,,,25,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
140,要进行挑战吗？,是,否,,,,,,,,,141,0,0,0,0,0,0,0,0,0,0,0,2,0,2,False,False
141,"我已经在你的地图上做好标记了，
请你将壶交给在任意标记位置的2名工作人员！",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
142,"我这里有些东西要送给金碟游乐场的工作人员，
可麻烦的是，跟我们作对的某个盗贼团，
现在正紧盯着我的一举一动。",,,,,,,,,,,26,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
143,要进行挑战吗？,是,否,,,,,,,,,144,0,0,0,0,0,0,0,0,0,0,0,2,0,2,False,False
144,"我已经在你的地图上做好标记了，
请你将壶交给在标记位置的3名工作人员！",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
145,"舞蹈最重要的就是沉住气！
越是着急就越跳不好。",,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,False
146,要想完美地记住4次动作可不是一件容易事哦？,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,False
147,"关键在于仔细看清每一次的动作……
这需要相当优秀的注意力和观察力。",,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,False
148,"你的身材还挺不错的嘛。
到底能坚持到哪一步呢，我很期待哦！",,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,False
149,"优雅，柔和……
舞蹈需要高尚的气质。",,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,False
150,"哎呀，竟然还有闲心和我聊天，
别松懈，集中精神坚持到最后！",,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,False
151,"舞蹈的每一个动作都是有其特殊含义的，
如果不能理解其意义所在，那就理解不了舞蹈的本质。",,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,False
152,"你的激情不够啊！
再来、再来、再来一组！",,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,False
153,"将意识集中至指尖上，
让全身的神经觉醒！",,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,False
154,"打开、伸展、交叉……
对不起，请别和我说话，我需要集中。",,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,False
155,"……你跟得上我的舞步吗？
我的水平可跟别人不一样！",,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,False
156,"不去享受舞蹈是种损失！
来，将你的情感全部爆发出来吧！",,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,False
157,"申请参赛需要UNKNOWN金碟币。
确定要申请吗？
[所持金碟币：0]",是,否,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,False,False
158,要进行挑战吗？,是,否,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,False,False
159,要进行挑战吗？,是,否,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,False,False
160,"这里制作的鸡尾酒广受好评，
喝过的人都说它像一场不会醒的美梦，
那种甜蜜感、幸福感，绝对值得一试。",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
161,"我的接客之道与招待之心，
都是从这游乐场的所有者——戈德伯特大人那里学来的……
每当我看到眼前的这座雕像，都会变得更加努力。",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
162,"哎哟，我可没有偷懒哦！
这也是我工作的一部分，
至于工作内容是什么嘛……就不能告诉你啦。",,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
163,要进行挑战吗？,是,否,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,False,False
